id,en,cn,class
1493,"Has it been resolved? I've been overdue for more than three years, and today they suddenly started deducting it instantly.",解决了吗？我逾期都三年多了，今天突然开始秒扣。,2
1502,招商：136000,招商：136000,2
1505,It's quite fast; I applied for the card at the end of August and received it in May this year.,还挺快的，我8月底申请的卡，今年5月就拿到了。,2
1506,"I realized that my total balance was too high. Today, I withdrew 40,000 from Citic and plan to close my account with China Merchants.",我发现我的总余额太高了，今天从中信提了4万，打算注销招商的账户。,2
1509,"I applied for my credit card in December, and the temporary credit limit I had expired today. This month happens to be the month for credit limit adjustments, so I'm worried about getting a bad credit score.",我12月份申请的信用卡，今天临时额度到期了。这个月正好是调整额度的月份，我担心会影响我的信用评分。,2
1513,"ICBC 20K-100K, from March 2016 to June 2016",工商银行 20K-100K，2016年3月至2016年6月,2
1517,"Is it reliable, guys? The installment option for the bill was available a few days ago, but now it’s gone.",各位，靠谱吗？账单分期几天前还有，现在没有了。,2
1523,"The credit limit at China Merchants Bank is unstable, making me hesitant to use it. Even if they provide a temporary limit in the future, I would still avoid using it.",招商银行的额度不太稳定，我都不敢用了。即使以后给了临时额度，我还是不打算使用。,0
1527,"It seems that having too many cards makes it difficult to increase credit limits; this applies to most regular customers, while particularly outstanding ones with more than ten cards can still get increases.",似乎卡多了提额就变得很困难了，这种情况大多数普通客户都遇到，而一些特别优秀的客户即便有十几张卡也能照样提额。,0
1551,"It's really not the case; it still depends on individual qualifications. I have a card from China CITIC Bank with a credit limit of 200,000 yuan.",真没有啊，这还是看个人资质。我在中信银行的卡都有20万的额度。,2
1558,"Just got the Free Life Little Platinum card, where spending 90,000 waives the annual fee. The first cash withdrawal every month is free of charge. I’d like to know if cash withdrawals count as spending in the Handy Life App? If I withdraw enough to meet 90,000, will I still be exempt from the annual fee?",我刚办了自由人生小白金卡，消费9万可以免年费，每个月的第一笔取现免手续费。我想问一下，在掌上生活里取现算消费吗？如果我取现达到9万，年费还能免吗？,2
1564,Increase limit of eight lines,提高八行的额度,2
1593,"This statement is incorrect, alas. I've been struggling for a long time and still can't figure it out.",这话不对呀，我搞了很久还是没搞定。,2
1613,"The current young card requires a minimum of 60,000 for the gold card, but I've seen people with gold cards exceeding 70,000.",现在的young卡最低要求是金卡6万，但我看到有些金卡的额度超过了7万。,2
1622,Cancel the card and account to avoid annual fees! Don't fall for the trap that depositing money to offset bad credit will work; it's a scam that targets inexperienced credit card users. Bad credit records can't be hidden—only after five years of clearing the debt can you wipe these records from your credit report!,赶紧注销卡和户头，免得产生年费！别相信什么通过存钱来抵消不良信用记录的伎俩，那只是坑小白的把戏。征信记录是无法掩盖的，只有在还清所有债务后，经过五年，才能把这些不良记录从征信上清除掉！,0
1625,"I applied for the Xiaobai card on the 27th of last month, and I just received the information today.",我上个月27号申请的小白卡，今天刚收到消息。,2
1627,"You've already completed yours, but mine is still under review.",你这边已经完成了，但我这边还在审核中。,2
1642,"All the banks in the city are near you, and you can look for a job on Baidu. It’s really exhausting.",城市里所有的银行都在你身边，你可以去百度找工作。真是让人累啊。,0
1652,Is this installment plan suitable?,这个分期计划合适吗？,2
1663,Will this cause me to get in trouble? Is there anyone who knows if it will lead to any issues? I'm feeling really anxious.,这会让我有麻烦吗？有没有人知道这会不会有什么问题？我感觉真的很紧张。,0
1671,"Otherwise, how would they know if I have any outstanding violations?",否则，他们怎么知道我有未处理的违章呀？,2
1673,"Nonsense, I don't buy that excuse.",废话，我根本不信这个借口。,2
1676,"I heard that China Merchants Bank will conduct another credit check in the second review. Since I applied for five or six other banks after the initial review, all of which left credit records... Having them check again in the second review feels a bit uncertain...",我听说招行的二审还要再查一次征信。因为我在初审后又申请了其他五六个银行，征信都有记录……感觉他们二审再查的话有点悬了……,2
1679,Did the construction bank raise the limit from 20K to 30K last November?,建设银行去年11月份将额度从2万提升到3万了吗？,2
1680,"Cancel it, just terminate it.",算了，注销掉算了。,2
1681,"Swipe away, small daily expenses",刷刷，日常的小额消费,2
1685,"Occasionally, I pay a few dollars for my electricity bill, and the monthly statement never exceeds 1,000.",我偶尔交几块钱的电费，每月账单都不会超过一千。,2
